6.739133131095975183e-05,8.453773012143095920e-05,7.609049779710613023e-04,8.038277520026338996e-01,-2.758550072855356361e-01,3.346282941913239495e-01,4.071717878150376557e-01
3.232413518798370536e-04,9.254718809786076405e-04,8.185749087159284324e-04,8.038277520026338996e-01,-2.758550072855356361e-01,3.346282941913239495e-01,4.071717878150376557e-01
6.643222769764918316e-04,1.332849711395912493e-04,6.842915541209446161e-04,8.038277520026338996e-01,-2.758550072855356361e-01,3.346282941913239495e-01,4.071717878150376557e-01
3.045859639530547054e-04,5.499845879423686168e-04,4.762511722487369390e-04,8.038277520026338996e-01,-2.758550072855356361e-01,3.346282941913239495e-01,4.071717878150376557e-01
8.310852925975273321e-04,9.147550484701633816e-04,9.441129693389153314e-04,8.038277520026338996e-01,-2.758550072855356361e-01,3.346282941913239495e-01,4.071717878150376557e-01
3.977834884283254773e-04,8.164650760440743003e-04,4.650254242056889547e-04,4.713143075129896942e-02,-5.819203027993401500e-01,-3.745616687937697864e-01,-7.203130886605393357e-01
2.127104893001432507e-04,4.780230000421999137e-04,6.062452519827554964e-05,4.713143075129896942e-02,-5.819203027993401500e-01,-3.745616687937697864e-01,-7.203130886605393357e-01
7.266308408867490397e-04,2.504371968221185004e-04,6.084538270306862409e-04,4.713143075129896942e-02,-5.819203027993401500e-01,-3.745616687937697864e-01,-7.203130886605393357e-01
2.562864106185586241e-04,5.056886207363786535e-04,3.625214173468250075e-05,4.713143075129896942e-02,-5.819203027993401500e-01,-3.745616687937697864e-01,-7.203130886605393357e-01
5.436548123307504863e-04,5.576759191037001465e-04,4.939621523399295418e-04,4.713143075129896942e-02,-5.819203027993401500e-01,-3.745616687937697864e-01,-7.203130886605393357e-01
6.565490982564592621e-04,7.367211822889010650e-04,6.936545073389438964e-04,3.029196492648407180e-01,8.430313920428628149e-01,2.630422420672565154e-01,-3.582548492452958810e-01
2.088879857734175056e-04,9.363985875868353773e-04,5.024774244302838673e-04,3.029196492648407180e-01,8.430313920428628149e-01,2.630422420672565154e-01,-3.582548492452958810e-01
3.156002030796665006e-04,1.209853744724067589e-04,2.371910701833610620e-04,3.029196492648407180e-01,8.430313920428628149e-01,2.630422420672565154e-01,-3.582548492452958810e-01
6.845388419176700722e-05,3.710381586357324466e-04,5.360569926917633501e-04,3.029196492648407180e-01,8.430313920428628149e-01,2.630422420672565154e-01,-3.582548492452958810e-01
4.170114737740706571e-04,6.883809652456401905e-04,5.001755661258723649e-04,3.029196492648407180e-01,8.430313920428628149e-01,2.630422420672565154e-01,-3.582548492452958810e-01
6.624105665863039109e-04,5.395451052647671705e-04,3.933133151881926639e-04,7.647954508746357405e-01,3.478117295718496371e-01,5.337921668047560519e-01,-9.581670914608132750e-02
5.694982989381449506e-04,8.064831000871369119e-04,1.179225796803250496e-04,7.647954508746357405e-01,3.478117295718496371e-01,5.337921668047560519e-01,-9.581670914608132750e-02
9.851525164637209005e-05,7.178265189608387881e-04,4.029564802273674163e-04,7.647954508746357405e-01,3.478117295718496371e-01,5.337921668047560519e-01,-9.581670914608132750e-02
4.563170862333575605e-04,1.096625335361397558e-04,4.747205756549820513e-04,7.647954508746357405e-01,3.478117295718496371e-01,5.337921668047560519e-01,-9.581670914608132750e-02
2.526775176806861400e-05,7.444006638479106581e-04,3.858840035972804804e-04,7.647954508746357405e-01,3.478117295718496371e-01,5.337921668047560519e-01,-9.581670914608132750e-02
3.092916039649665845e-04,3.290054599892626615e-04,5.491818825112339437e-04,1.976305223921165366e-01,2.995471405274474086e-01,9.166597865332334338e-01,1.759219229479253577e-01
5.181135734859038978e-04,2.543356275247716852e-04,4.469095988950655385e-04,1.976305223921165366e-01,2.995471405274474086e-01,9.166597865332334338e-01,1.759219229479253577e-01
3.482230223241897953e-04,4.282292224178955390e-04,6.696241118578074789e-04,1.976305223921165366e-01,2.995471405274474086e-01,9.166597865332334338e-01,1.759219229479253577e-01
4.084669276842609682e-04,5.941574424274029785e-04,7.052293427649801699e-04,1.976305223921165366e-01,2.995471405274474086e-01,9.166597865332334338e-01,1.759219229479253577e-01
5.098104755984391844e-04,2.578338967431304993e-04,7.942234909911361645e-05,1.976305223921165366e-01,2.995471405274474086e-01,9.166597865332334338e-01,1.759219229479253577e-01
7.058922101886788095e-04,6.033581836485309722e-04,2.021786678180159625e-04,2.516779835611701946e-02,5.463107143595736792e-01,4.272040799744982187e-01,7.200054578647169246e-01
9.703029951561705033e-04,3.797859611940525163e-04,6.239906852395698872e-04,2.516779835611701946e-02,5.463107143595736792e-01,4.272040799744982187e-01,7.200054578647169246e-01
5.540806346562499518e-04,7.800250050391088871e-05,8.055406819380639492e-04,2.516779835611701946e-02,5.463107143595736792e-01,4.272040799744982187e-01,7.200054578647169246e-01
5.968991528445847725e-04,6.957048129325793312e-04,1.356758517243388212e-04,2.516779835611701946e-02,5.463107143595736792e-01,4.272040799744982187e-01,7.200054578647169246e-01
8.549603288453094764e-04,5.551496391320098018e-04,5.158063780498348735e-04,2.516779835611701946e-02,5.463107143595736792e-01,4.272040799744982187e-01,7.200054578647169246e-01
4.218276375742529942e-04,8.679076431891364013e-04,5.290987580066952621e-05,9.382531458594401963e-01,-7.665944428293487711e-02,2.110125533815184473e-01,-2.632072685214210117e-01
6.464569206372897158e-04,2.985015569555765549e-04,5.785914505181151543e-04,9.382531458594401963e-01,-7.665944428293487711e-02,2.110125533815184473e-01,-2.632072685214210117e-01
1.229178269082557113e-04,1.074221299695242676e-04,4.133574667728525678e-04,9.382531458594401963e-01,-7.665944428293487711e-02,2.110125533815184473e-01,-2.632072685214210117e-01
9.722859440896422165e-04,7.310280042792545712e-04,7.367523855738777536e-04,9.382531458594401963e-01,-7.665944428293487711e-02,2.110125533815184473e-01,-2.632072685214210117e-01
8.749003439595545934e-04,4.998598544018906676e-04,7.879988849156286616e-04,9.382531458594401963e-01,-7.665944428293487711e-02,2.110125533815184473e-01,-2.632072685214210117e-01
1.239238363254026071e-04,2.660466287571111891e-04,6.767404603912769703e-04,3.700724039578016655e-01,-8.163750781017403702e-01,-2.473157115776299930e-01,-3.679851715628246756e-01
8.638401585666411777e-05,2.126115370392905890e-04,2.444177279805644760e-04,3.700724039578016655e-01,-8.163750781017403702e-01,-2.473157115776299930e-01,-3.679851715628246756e-01
7.161562778760538917e-04,2.918477871681845028e-04,4.712579515469679471e-04,3.700724039578016655e-01,-8.163750781017403702e-01,-2.473157115776299930e-01,-3.679851715628246756e-01
5.498862005373289031e-04,6.295551721428838902e-04,1.518728525167491964e-04,3.700724039578016655e-01,-8.163750781017403702e-01,-2.473157115776299930e-01,-3.679851715628246756e-01
7.602082569178598807e-04,4.802684665648178169e-04,7.261604291141978426e-04,3.700724039578016655e-01,-8.163750781017403702e-01,-2.473157115776299930e-01,-3.679851715628246756e-01
3.641891525396537656e-04,1.032772359992539872e-04,2.591812969865161468e-04,3.044703809437849795e-01,-7.931510408067176110e-01,2.926354891339629227e-01,4.388321821545149715e-01
4.596097886411637501e-04,3.105500550106015290e-04,3.365901540399012242e-04,3.044703809437849795e-01,-7.931510408067176110e-01,2.926354891339629227e-01,4.388321821545149715e-01
6.826453393819056697e-04,4.114765853354601980e-04,5.243563115159782882e-04,3.044703809437849795e-01,-7.931510408067176110e-01,2.926354891339629227e-01,4.388321821545149715e-01
3.117411429689759413e-04,4.834767755328360744e-04,3.605143581964759367e-04,3.044703809437849795e-01,-7.931510408067176110e-01,2.926354891339629227e-01,4.388321821545149715e-01
5.913181413872758825e-06,5.057143647771257045e-04,9.480041554461037011e-04,3.044703809437849795e-01,-7.931510408067176110e-01,2.926354891339629227e-01,4.388321821545149715e-01
5.678139920616428159e-04,3.277037670501882212e-04,1.231940930057293657e-04,4.676669419319058330e-01,-2.786358179891330056e-01,1.650619074466838088e-01,8.224380092551951682e-01
6.572704426174535942e-04,8.582370371770753044e-04,8.025813036053884618e-04,4.676669419319058330e-01,-2.786358179891330056e-01,1.650619074466838088e-01,8.224380092551951682e-01
8.328491824531381905e-04,3.706605648008938036e-04,7.564919811365931716e-04,4.676669419319058330e-01,-2.786358179891330056e-01,1.650619074466838088e-01,8.224380092551951682e-01
4.889455439938993671e-04,7.141313711293251990e-04,9.296070098092247677e-04,4.676669419319058330e-01,-2.786358179891330056e-01,1.650619074466838088e-01,8.224380092551951682e-01
4.420604723717131215e-04,3.331941121172899887e-04,5.852293383912686095e-04,4.676669419319058330e-01,-2.786358179891330056e-01,1.650619074466838088e-01,8.224380092551951682e-01
1.999541027225673129e-04,6.254735703163853515e-04,4.439696008324954687e-04,8.120322926664584884e-01,-3.745739088817948703e-01,4.437292148141208648e-01,5.832946401529723324e-02
3.392600172874500370e-04,7.553985571971822809e-04,3.296960185821995497e-05,8.120322926664584884e-01,-3.745739088817948703e-01,4.437292148141208648e-01,5.832946401529723324e-02
2.269488873664793444e-05,9.020713305180882709e-05,4.109407796594790599e-04,8.120322926664584884e-01,-3.745739088817948703e-01,4.437292148141208648e-01,5.832946401529723324e-02
7.727175351531452357e-04,2.698223476900136813e-04,5.755676681508103954e-05,8.120322926664584884e-01,-3.745739088817948703e-01,4.437292148141208648e-01,5.832946401529723324e-02
8.591779610757297727e-04,4.839859320613875250e-04,3.117909438681887074e-05,8.120322926664584884e-01,-3.745739088817948703e-01,4.437292148141208648e-01,5.832946401529723324e-02
5.218863061767400457e-04,4.525132527050055578e-04,1.585457111696658618e-04,2.217465240822990569e-01,8.511231428988037528e-01,-3.546686700756845334e-01,3.172191815546879790e-01
1.208581458441493427e-05,1.564492001236487105e-04,7.945119812131712844e-04,2.217465240822990569e-01,8.511231428988037528e-01,-3.546686700756845334e-01,3.172191815546879790e-01
7.695716962170265569e-04,2.333261404129089020e-04,7.838438672531130701e-04,2.217465240822990569e-01,8.511231428988037528e-01,-3.546686700756845334e-01,3.172191815546879790e-01
2.467276868076374798e-04,6.656010142061238389e-04,1.628744296420045088e-04,2.217465240822990569e-01,8.511231428988037528e-01,-3.546686700756845334e-01,3.172191815546879790e-01
1.289898211190777420e-04,8.936864312312370068e-04,4.337981140305036466e-06,2.217465240822990569e-01,8.511231428988037528e-01,-3.546686700756845334e-01,3.172191815546879790e-01
4.152753708629863686e-05,3.266973751894116903e-04,7.205084018548577876e-04,8.462423546137900487e-01,2.811507417854642310e-01,-4.223032899387433314e-01,1.627515559314420823e-01
1.854593375201071196e-04,9.945651447678359458e-04,4.140945776581795874e-04,8.462423546137900487e-01,2.811507417854642310e-01,-4.223032899387433314e-01,1.627515559314420823e-01
1.786018635528830031e-04,5.230673934979654383e-04,3.599440534874888062e-04,8.462423546137900487e-01,2.811507417854642310e-01,-4.223032899387433314e-01,1.627515559314420823e-01
9.076985602575102750e-04,8.219668644976119349e-05,6.845562968988927422e-04,8.462423546137900487e-01,2.811507417854642310e-01,-4.223032899387433314e-01,1.627515559314420823e-01
8.415025654795886588e-04,7.662128129514305134e-04,4.061220931196539950e-04,8.462423546137900487e-01,2.811507417854642310e-01,-4.223032899387433314e-01,1.627515559314420823e-01
7.948780663934516648e-04,4.447719734013039520e-04,4.341967521301123433e-04,8.090379002649352724e-01,3.200993807179293160e-01,-4.078506062808202604e-01,2.768608772565567810e-01
6.561985224217009322e-04,6.784278544258497351e-04,5.083684376388040299e-04,8.090379002649352724e-01,3.200993807179293160e-01,-4.078506062808202604e-01,2.768608772565567810e-01
1.669247278251716486e-04,8.019035583107252032e-04,4.618673285529041497e-04,8.090379002649352724e-01,3.200993807179293160e-01,-4.078506062808202604e-01,2.768608772565567810e-01
6.508068193185188215e-04,4.442797226100208175e-04,7.623077880386348263e-04,8.090379002649352724e-01,3.200993807179293160e-01,-4.078506062808202604e-01,2.768608772565567810e-01
5.286001764269355075e-04,7.689478244073862925e-04,6.590773595013194389e-04,8.090379002649352724e-01,3.200993807179293160e-01,-4.078506062808202604e-01,2.768608772565567810e-01
3.613323843055482837e-05,6.035934562415762360e-04,4.962191220900070499e-04,8.094305505958717672e-01,-2.076754228526476453e-01,2.792655582981345419e-01,4.729734141085193966e-01
8.761868057472825240e-04,3.612754926743492198e-04,5.348508472024338751e-04,8.094305505958717672e-01,-2.076754228526476453e-01,2.792655582981345419e-01,4.729734141085193966e-01
3.956798895362424805e-04,2.129781192157236436e-04,4.914421075437491900e-05,8.094305505958717672e-01,-2.076754228526476453e-01,2.792655582981345419e-01,4.729734141085193966e-01
2.956160457209533533e-05,6.302634242991883877e-04,2.772814859018899489e-04,8.094305505958717672e-01,-2.076754228526476453e-01,2.792655582981345419e-01,4.729734141085193966e-01
2.227696629881704613e-04,2.014166577585918601e-05,8.144130432594224624e-04,8.094305505958717672e-01,-2.076754228526476453e-01,2.792655582981345419e-01,4.729734141085193966e-01
6.718213682595586072e-05,8.433578401552170806e-04,9.340529710146002092e-04,5.466701531580104856e-01,7.336474876455053584e-01,-3.849017588996619388e-01,-1.215061459909825420e-01
3.858802869446065019e-05,8.147256846974771044e-05,9.815746848826371797e-04,5.466701531580104856e-01,7.336474876455053584e-01,-3.849017588996619388e-01,-1.215061459909825420e-01
